Material,Thickness (mm),Label,Group,Mean,StdDev,Min,Max,X,Y
PLA 90_ infill,81.28,W8,W,0.261,0,0.261,0.261,1083.735,1537.382
PLA 90_ infill,81.28,W9,W,0.213,0,0.213,0.213,1029.147,1543.029
PLA 90_ infill,81.28,X1,W,0.23,0,0.23,0.23,1127.029,1123.265
PLA 90_ infill,83.82,X2,X,0.229,0,0.229,0.229,1047.971,1128.912
PLA 90_ infill,83.82,X3,X,0.231,0,0.231,0.231,974.559,1128.912
PLA 90_ infill,83.82,X4,X,0.216,0,0.216,0.216,1130.794,1196.677
PLA 90_ infill,83.82,X5,X,0.23,0,0.23,0.23,1053.618,1204.206
PLA 90_ infill,83.82,X6,X,0.259,0,0.259,0.259,997.147,1219.265
PLA 90_ infill,83.82,X7,X,0.222,0,0.222,0.222,1125.147,1281.382
PLA 90_ infill,83.82,X8,X,0.231,0,0.231,0.231,1074.323,1283.265
PLA 90_ infill,83.82,X9,X,0.227,0,0.227,0.227,1010.324,1296.441
PLA 90_ infill,83.82,Y1,X,0.212,0,0.212,0.212,839.029,1127.029
PLA 90_ infill,86.36,Y2,Y,0.223,0,0.223,0.223,771.265,1134.559
PLA 90_ infill,86.36,Y3,Y,0.216,0,0.216,0.216,707.265,1136.441
PLA 90_ infill,86.36,Y4,Y,0.216,0,0.216,0.216,820.206,1211.735
PLA 90_ infill,86.36,Y5,Y,0.212,0,0.212,0.212,765.618,1209.853
PLA 90_ infill,86.36,Y6,Y,0.227,0,0.227,0.227,714.794,1221.147
PLA 90_ infill,86.36,Y7,Y,0.211,0,0.211,0.211,803.265,1288.912
PLA 90_ infill,86.36,Y8,Y,0.208,0,0.208,0.208,758.088,1287.029
PLA 90_ infill,86.36,Y9,Y,0.235,0,0.235,0.235,697.853,1303.971
